company_id,industry,country,year,ai_adoption_level,ai_investment_usd,automation_rate,cost_savings,revenue_impact,productivity_gain,employee_ai_training_hours,ai_maturity_score,deployment_count
CORP-07429,Healthcare,United States,2034,1.0,12787150,0.6163,2709916,8135916,0.5946,158.8,10.0,53
CORP-02654,Agriculture,United States,2025,0.5789,885908,0.4738,219344,215463,0.454,112.9,7.46,28
CORP-06203,Energy,Canada,2031,0.608,7210954,0.4871,2448113,2457289,0.4073,75.5,7.37,36
CORP-06426,Healthcare,United States,2034,0.8754,9751330,0.5963,4289992,3129259,0.5567,139.6,9.78,50
CORP-01855,Manufacturing,Germany,2033,0.7832,6858691,0.8009,2979710,2408374,0.7173,84.5,8.31,41
CORP-05747,Retail,South Korea,2023,0.5841,1514896,0.3828,639813,382606,0.4273,81.8,6.39,26
CORP-05610,Education,United Kingdom,2016,0.445,381569,0.2896,69822,82983,0.3005,90.2,4.96,13
CORP-02699,Manufacturing,China,2025,0.4873,4719876,0.4425,1634433,-456651,0.3592,74.1,5.84,24
CORP-01119,Healthcare,Germany,2035,0.916,11631778,0.6466,5846381,3915183,0.5837,137.4,9.52,50
CORP-01928,Telecom,United States,2022,0.2732,1979251,0.254,385991,402907,0.2415,54.7,5.74,22
CORP-00765,Energy,Germany,2029,0.6161,5309978,0.554,1816145,1701080,0.5256,112.0,7.64,34
CORP-01132,Energy,Australia,2028,0.4059,3181184,0.4355,1059514,1220417,0.3837,74.0,5.59,25
CORP-01739,Energy,South Korea,2035,1.0,7616569,0.8784,3065544,4004596,0.8084,117.1,10.0,52
CORP-03376,Financial Services,United States,2035,0.7959,10494883,0.7525,4916247,2427801,0.6431,143.5,9.71,51
CORP-04296,Technology,Germany,2029,0.7314,18889979,0.5395,10523989,-2494424,0.4848,110.1,7.74,35
CORP-06982,Logistics,United States,2021,0.5537,5122436,0.5856,1701615,1099108,0.4704,89.7,6.99,24
CORP-05797,Logistics,Japan,2028,1.0,2811058,0.9459,1168243,1420349,0.8146,131.1,8.65,35
CORP-06499,Telecom,Germany,2018,0.0349,1165923,0.1264,193644,88238,0.0666,1.0,3.21,12
CORP-00674,Agriculture,India,2034,0.7269,751115,0.6213,466680,302110,0.5373,96.3,8.68,43
CORP-07515,Healthcare,Germany,2030,0.6531,3456196,0.4126,1946787,1575713,0.4387,90.9,7.32,33
CORP-01743,Healthcare,Germany,2015,0.171,2574636,0.1415,396338,580069,0.1154,48.0,2.93,7
CORP-00622,Logistics,China,2015,0.3909,3003151,0.4603,1226504,588136,0.2922,58.6,4.35,12
CORP-03379,Retail,United States,2033,0.9351,3407942,0.6552,2213179,3181922,0.6488,164.6,9.88,48
CORP-02459,Energy,India,2025,0.6391,4769547,0.5026,1696404,2021523,0.5124,80.3,7.01,27
CORP-06460,Logistics,United States,2025,0.4607,2001059,0.4807,768857,841686,0.4097,83.7,6.11,23
CORP-00205,Telecom,Canada,2029,0.5711,4466684,0.4733,2499556,1722652,0.4756,97.9,7.32,33
CORP-07796,Financial Services,China,2018,0.4374,6694169,0.4118,1575473,2849422,0.3747,49.6,4.88,16
CORP-00843,Financial Services,India,2021,0.2833,2862506,0.2563,675730,720043,0.2642,44.7,4.82,16
CORP-01369,Manufacturing,Sweden,2023,0.5248,3505191,0.4993,760431,1100848,0.4093,80.2,5.88,21
CORP-06516,Healthcare,Germany,2022,0.2468,4309684,0.1383,496107,1036911,0.1071,42.0,4.79,19
CORP-05576,Manufacturing,Canada,2016,0.01,1073919,0.0006,157891,94562,0.0481,13.0,2.91,9
CORP-02604,Financial Services,Canada,2033,0.6017,12163943,0.5078,9373270,2743269,0.4709,81.5,8.15,40
CORP-02316,Healthcare,United States,2027,0.5864,4821697,0.3909,1710571,2451166,0.3558,102.9,6.99,29
CORP-03037,Technology,United Kingdom,2015,0.2414,3647112,0.1038,686301,1008501,0.1418,34.5,3.91,14
CORP-02806,Retail,China,2015,0.1272,958055,0.0671,153726,-72948,0.0921,9.4,2.09,8
CORP-06246,Manufacturing,Germany,2031,0.8148,7309360,0.7681,3774528,4489010,0.5938,117.8,7.94,37
CORP-04583,Manufacturing,China,2025,0.4176,3101415,0.3702,844502,1292193,0.341,59.8,5.89,23
CORP-01956,Logistics,United Kingdom,2023,0.6048,4083074,0.5687,2142133,2119748,0.5618,88.9,6.0,22
CORP-06027,Financial Services,Australia,2035,0.8062,12043569,0.693,6175619,5325567,0.5623,107.5,8.56,44
CORP-05974,Manufacturing,United States,2019,0.2106,3019012,0.2451,627012,328144,0.2288,24.4,4.51,14
CORP-06340,Healthcare,United States,2021,0.2964,4287767,0.2123,1259349,969164,0.2119,50.1,5.26,18
CORP-05882,Logistics,South Korea,2018,0.2476,1288006,0.2304,251920,383829,0.1991,41.1,3.16,11
CORP-06524,Technology,United States,2019,0.2559,3247304,0.2675,1857679,-2176974,0.2094,48.9,4.78,17
CORP-05686,Retail,China,2020,0.0469,1409385,0.0428,327440,179293,0.0194,10.2,3.6,14
CORP-03566,Manufacturing,China,2025,0.6033,7717435,0.6008,2788758,4689202,0.5552,90.0,6.65,27
CORP-05037,Manufacturing,United States,2028,0.6574,3657960,0.6047,1517327,1811972,0.5747,123.2,7.02,31
CORP-01979,Healthcare,China,2034,0.8577,6467179,0.5321,1575566,2381948,0.5061,129.2,8.75,42
CORP-04761,Healthcare,Japan,2034,0.8058,3763224,0.5595,1121348,1569984,0.5542,122.1,8.9,46
CORP-02979,Retail,Netherlands,2035,0.6953,3080371,0.4732,1072582,1426077,0.4054,69.0,8.57,44
CORP-03976,Energy,China,2027,0.8264,7526148,0.7344,3317667,4907418,0.6398,129.7,6.86,28
CORP-01986,Education,Germany,2032,0.6827,895866,0.3311,290856,208679,0.4107,100.3,7.51,37
CORP-00296,Healthcare,China,2022,0.3353,3941324,0.1369,1335775,867508,0.1808,42.3,5.15,18
CORP-05846,Technology,Netherlands,2028,0.226,5184940,0.2186,1210672,1500306,0.1948,16.5,5.74,24
CORP-03391,Logistics,United States,2020,0.6766,6222148,0.6636,2968817,3107680,0.6421,106.0,6.05,19
CORP-04630,Technology,China,2034,1.0,15633941,0.7831,10725855,10673018,0.7685,167.9,9.96,51
CORP-07631,Financial Services,United States,2026,0.5809,9963582,0.4848,3629558,2289643,0.4574,100.1,7.67,32
CORP-04881,Manufacturing,China,2023,0.5684,5041486,0.6095,1844270,-1154137,0.4842,69.5,6.1,23
CORP-01006,Manufacturing,China,2021,0.4729,4537313,0.482,1486668,1494357,0.4876,86.0,5.67,20
CORP-07270,Education,United States,2034,1.0,1918073,0.5187,554099,835803,0.6182,153.8,9.7,48
CORP-01107,Logistics,United States,2026,0.7495,5785888,0.7633,1845247,3354565,0.6035,136.6,8.1,33
CORP-05719,Energy,China,2035,1.0,9094979,0.95,3911380,6432605,0.811,151.0,9.72,49
CORP-02719,Financial Services,China,2031,0.6795,11788843,0.5054,2837401,4583532,0.472,80.9,7.68,35
CORP-07380,Technology,United States,2017,0.2409,8607057,0.2291,3282409,20262688,0.1815,37.8,3.85,10
CORP-07460,Technology,China,2034,0.9837,14373256,0.7497,11962770,25824418,0.6814,141.3,9.03,46
CORP-04320,Technology,Sweden,2034,0.7012,8674146,0.6221,4730807,8358335,0.5089,105.0,8.11,40
CORP-01341,Healthcare,Singapore,2029,0.4347,7313665,0.2797,1721237,2068231,0.2211,68.5,6.32,28
CORP-00090,Energy,India,2021,0.4055,4321711,0.3858,1221017,1831719,0.3161,49.0,4.81,17
CORP-06307,Retail,United States,2022,0.2629,1851081,0.2442,517666,819643,0.1514,61.8,4.24,19
CORP-01253,Technology,United Kingdom,2022,0.4968,6867478,0.3821,2503789,5575121,0.3392,69.6,5.38,20
CORP-01671,Agriculture,Brazil,2034,0.9611,686931,0.7402,148569,356065,0.7329,96.1,8.93,43
CORP-03085,Energy,United States,2028,0.7377,10551152,0.6824,3630974,5381337,0.5995,126.9,7.08,30
CORP-04696,Healthcare,United Kingdom,2033,0.6857,5081069,0.4609,1063031,2897787,0.4595,100.7,8.18,41
CORP-06045,Retail,China,2028,0.5354,1580355,0.4028,551945,734276,0.3668,89.7,6.16,27
CORP-06999,Financial Services,China,2023,0.0953,2252456,0.0908,588927,615606,0.0763,4.6,4.06,18
CORP-04974,Technology,United Kingdom,2031,0.7217,2953434,0.5864,1996450,2149704,0.5659,98.8,8.54,42
CORP-06477,Financial Services,Germany,2024,0.5329,7381102,0.475,2651579,2890721,0.4832,57.8,6.25,22
CORP-00303,Energy,Australia,2020,0.1749,1687727,0.2042,355863,321132,0.2261,38.5,4.23,14
CORP-01722,Manufacturing,United Kingdom,2018,0.4747,3793641,0.4992,1391432,842657,0.433,77.8,5.31,17
CORP-01874,Manufacturing,India,2015,0.2062,1208804,0.232,386889,131601,0.1548,25.1,2.74,9
CORP-03524,Manufacturing,United Kingdom,2015,0.2183,4537349,0.1769,904830,1752785,0.1314,32.3,4.28,12
CORP-06545,Manufacturing,China,2024,0.7033,7261107,0.6786,2111956,2968960,0.6122,107.8,7.35,29
CORP-04613,Telecom,United States,2023,0.4981,3364139,0.3469,1286028,590775,0.2827,66.5,6.42,26
CORP-04026,Energy,United States,2025,0.8384,11863957,0.7522,3849421,6907543,0.5958,135.3,8.89,35
CORP-01500,Healthcare,India,2028,0.686,2550817,0.4319,564041,1414984,0.4501,90.3,7.06,29
CORP-00192,Manufacturing,United States,2031,0.9439,9392751,0.9371,5018549,2343886,0.7873,162.6,9.81,45
CORP-04732,Healthcare,United States,2032,0.7792,2653127,0.5019,1266597,1401742,0.5043,128.6,8.82,43
CORP-04963,Healthcare,Australia,2025,0.3522,2226258,0.2464,642592,599274,0.3014,64.0,5.52,23
CORP-01674,Technology,Sweden,2029,0.7523,5732776,0.6087,3623852,3473935,0.5919,103.3,7.16,32
CORP-05734,Financial Services,Japan,2019,0.5218,4253800,0.3978,1360980,2567718,0.3371,93.9,5.42,17
CORP-00882,Financial Services,United States,2018,0.3434,8036377,0.38,2327244,2041245,0.387,66.2,4.46,14
CORP-04747,Retail,France,2023,0.3049,2126812,0.2278,675370,475080,0.241,36.3,4.9,20
CORP-01870,Retail,United Kingdom,2025,0.4328,2132354,0.3331,467886,649327,0.3104,79.9,5.17,19
CORP-05827,Manufacturing,Canada,2028,0.394,2159640,0.3464,676765,505456,0.2663,46.5,5.94,30
CORP-06369,Financial Services,China,2019,0.2216,3192602,0.2159,840720,566729,0.1618,22.2,4.86,14
CORP-01293,Retail,France,2017,0.2956,1764398,0.1687,599205,-49347,0.1843,46.1,3.73,12
CORP-04056,Healthcare,Canada,2018,0.374,3421711,0.2025,544284,1191053,0.2098,66.1,3.89,14
CORP-03670,Telecom,United Kingdom,2031,0.6209,4662091,0.5257,1758261,2415144,0.4254,125.0,7.94,38
CORP-07045,Retail,Netherlands,2030,0.7,2183084,0.5195,868060,1010078,0.5151,102.0,7.37,32
CORP-05753,Technology,China,2030,0.664,14190105,0.4903,8587692,23234764,0.4932,104.7,7.22,32
CORP-06335,Manufacturing,Singapore,2025,0.4938,2417719,0.4916,899053,654617,0.4204,81.2,6.31,26
CORP-05364,Retail,United States,2028,0.5077,2502437,0.4028,1166010,1014218,0.3308,105.9,6.88,30
CORP-04503,Manufacturing,Canada,2024,0.9135,4233082,0.8895,2503905,1575362,0.6723,128.2,7.07,25
CORP-01203,Healthcare,United Kingdom,2017,0.2064,2789044,0.1305,674762,966975,0.1304,23.8,4.38,13
CORP-00777,Agriculture,China,2033,0.9069,1549046,0.8617,532108,1204528,0.7639,135.2,8.6,42
CORP-00340,Healthcare,United States,2016,0.0772,2480560,0.0047,343029,254512,0.136,26.2,3.12,12
CORP-06753,Financial Services,India,2021,0.3785,3881360,0.3062,1314225,823260,0.1928,60.7,5.0,17
CORP-00640,Retail,India,2018,0.4194,1824168,0.3012,608895,1077052,0.2385,44.6,4.41,15
CORP-02940,Financial Services,France,2019,0.2216,3293578,0.1756,1336468,430547,0.1391,26.2,4.47,14
CORP-01392,Healthcare,France,2024,0.4814,3928349,0.3424,1072945,1296893,0.3898,61.3,4.58,17
CORP-07825,Agriculture,United States,2015,0.2855,826306,0.2358,182929,212840,0.1768,41.2,3.94,12
CORP-00800,Financial Services,Brazil,2021,0.2104,1982411,0.2206,463965,234175,0.1655,24.3,4.76,17
CORP-00704,Education,United States,2033,1.0,1725411,0.5529,548517,595116,0.6105,168.2,9.72,53
CORP-04405,Telecom,United Kingdom,2029,0.6541,11798382,0.4945,4504543,4620463,0.4308,93.8,7.11,31
CORP-04986,Technology,Canada,2017,0.2248,3123287,0.1624,1440571,1339713,0.1353,23.1,3.93,10
CORP-08000,Manufacturing,UAE,2026,0.5705,2861743,0.5735,1457813,809285,0.4081,55.8,6.01,23
CORP-06091,Manufacturing,United States,2031,0.5479,6191607,0.5667,1784346,3396498,0.4552,113.8,7.18,34
CORP-05807,Manufacturing,China,2017,0.01,908986,0.0635,124635,89793,0.0775,7.1,2.66,9
CORP-03542,Manufacturing,China,2033,1.0,8216206,0.9119,2808435,6040360,0.7758,158.6,9.4,45
CORP-00060,Retail,India,2030,0.4468,864379,0.3106,485800,-84400,0.3329,50.4,6.69,29
CORP-06001,Manufacturing,Germany,2024,0.5908,4197974,0.569,1174831,1677215,0.5016,104.8,6.32,25
CORP-02467,Technology,China,2024,0.4645,4144851,0.3716,2038598,2886335,0.3481,81.4,5.53,22
CORP-07548,Telecom,Singapore,2034,0.8368,13035677,0.7118,6109782,5455157,0.6989,153.9,9.4,49
CORP-03094,Manufacturing,United Kingdom,2019,0.3325,2636455,0.3895,845336,461091,0.2795,50.7,5.32,16
CORP-07155,Logistics,Brazil,2024,0.35,1793892,0.371,500569,393394,0.3027,34.7,5.06,19
CORP-07949,Technology,Netherlands,2028,0.6989,9850047,0.5693,6682828,22643309,0.4606,113.0,7.76,33
CORP-02277,Manufacturing,Germany,2032,0.8277,5511520,0.8876,3501554,-919061,0.7432,146.3,7.8,37
CORP-07758,Energy,Australia,2025,0.8099,7319067,0.8209,4786177,2906996,0.6914,120.6,7.35,29
CORP-03820,Retail,Canada,2029,0.7272,3347357,0.5351,1206249,1349324,0.4711,103.3,7.72,32
CORP-03490,Telecom,UAE,2029,0.3868,2994872,0.3217,1746141,770097,0.2755,22.9,5.32,24
CORP-00548,Energy,Germany,2029,0.7721,14605413,0.7443,7793170,4157092,0.5722,124.7,8.09,34
CORP-01969,Logistics,United States,2027,0.3148,2862331,0.2814,309770,1260931,0.1351,33.8,5.9,25
CORP-05181,Technology,United States,2017,0.179,4940795,0.1476,1792772,-185326,0.1018,9.2,4.07,14
CORP-02698,Technology,France,2031,0.6209,8327926,0.5148,7458568,16284447,0.4369,68.7,7.51,35
CORP-06646,Energy,Canada,2029,0.6252,4578309,0.5881,868206,-320676,0.4857,66.5,8.09,36
CORP-01498,Logistics,China,2021,0.6256,2853891,0.5756,1018438,860369,0.4862,99.3,6.29,24
CORP-03880,Education,United States,2015,0.5175,1334515,0.2961,190871,323948,0.2928,69.9,5.36,14
CORP-07603,Financial Services,India,2028,0.6102,5838558,0.5494,4370493,3525903,0.4654,91.3,6.54,29
CORP-03617,Financial Services,Japan,2029,0.6357,5343977,0.5434,2065370,2202042,0.4582,66.2,6.68,29
CORP-07687,Logistics,United States,2016,0.1778,1604887,0.1158,323061,274933,0.0865,5.9,3.27,10
CORP-07210,Financial Services,United Kingdom,2016,0.01,1867190,0.0124,267005,91984,0.007,1.0,2.56,6
CORP-01874,Agriculture,United States,2016,0.01,233154,0.0,27388,22311,0.0063,1.0,3.65,13
CORP-02359,Telecom,United States,2017,0.491,3937579,0.3949,1740673,1326428,0.3723,95.8,5.62,17
CORP-05476,Financial Services,United States,2016,0.3003,10012509,0.2756,3652810,2152323,0.227,50.9,4.64,17
CORP-05568,Energy,United States,2017,0.1959,2662267,0.2774,404053,706854,0.2075,33.5,4.98,15
CORP-01378,Energy,United States,2022,0.4764,3584486,0.4303,1088987,731807,0.3858,69.7,5.11,19
CORP-04684,Manufacturing,United States,2035,0.6652,7610118,0.6277,4140057,5393169,0.4917,118.2,8.73,45
CORP-03922,Telecom,United Kingdom,2016,0.15,1652033,0.142,318337,419878,0.1075,22.5,4.27,14
CORP-05168,Healthcare,United States,2020,0.7469,8212799,0.4792,3559420,4613031,0.5043,122.8,6.66,23
CORP-05283,Logistics,China,2031,0.8422,6381659,0.807,4653696,5397994,0.6768,125.5,8.72,41
CORP-01850,Technology,United States,2025,0.4794,4948193,0.4254,2243603,3419711,0.3272,83.1,6.27,27
CORP-02310,Telecom,Japan,2035,0.907,8639804,0.7312,4760237,7658088,0.6994,115.2,8.63,45
CORP-07261,Financial Services,Singapore,2026,0.6945,18219516,0.5292,7665811,7806864,0.3921,113.5,6.75,27
CORP-05571,Manufacturing,United States,2030,0.7115,5287181,0.7243,2809863,3426280,0.5745,132.8,8.17,36
CORP-02721,Telecom,South Korea,2034,0.8103,6764837,0.6057,4079563,8061479,0.5593,105.2,8.73,45
CORP-07790,Manufacturing,France,2020,0.721,4425352,0.7556,2027119,1859877,0.5439,105.5,6.02,20
CORP-02534,Technology,United Kingdom,2019,0.4362,8507917,0.3238,3973080,2589149,0.3282,61.4,4.68,19
CORP-05725,Agriculture,Singapore,2023,0.4157,774557,0.3145,152842,218673,0.2273,76.3,6.04,23
CORP-02109,Agriculture,United States,2029,0.5487,1036930,0.5369,180577,354675,0.4706,94.2,7.39,33
CORP-01865,Healthcare,United States,2028,0.547,5512881,0.4132,1601520,2194681,0.3814,98.6,6.72,29
CORP-06606,Retail,Canada,2024,0.4363,1788610,0.3103,466204,499306,0.3265,62.6,6.18,24
CORP-02113,Financial Services,United States,2022,0.3322,4104459,0.3118,1631344,870355,0.3302,46.6,5.32,21
CORP-02499,Technology,Brazil,2022,0.3672,5432117,0.2958,1799496,4519287,0.2691,32.9,4.44,17
CORP-02028,Technology,Australia,2022,0.3231,2431638,0.2908,922387,766280,0.2402,54.8,4.48,16
CORP-07736,Retail,United States,2022,0.7176,5207991,0.4633,1773018,3372727,0.4333,130.2,6.8,24
CORP-05406,Energy,South Korea,2029,0.6535,9888525,0.6365,3088904,5920092,0.547,93.8,7.28,32
CORP-07581,Logistics,United Kingdom,2027,0.7944,2589759,0.7137,1521658,1081615,0.5732,107.1,7.64,32
CORP-07817,Logistics,China,2032,0.6195,2194843,0.5853,769117,1198252,0.5151,81.8,7.43,38
CORP-06899,Manufacturing,China,2034,1.0,8917950,0.95,3418824,7499695,0.8579,162.7,9.8,50
CORP-04183,Healthcare,Canada,2030,1.0,7173305,0.6697,3390285,4484824,0.6613,146.6,9.66,44
CORP-01711,Manufacturing,India,2019,0.1204,1147220,0.1104,223084,109667,0.1579,10.7,3.87,13
CORP-01093,Healthcare,Brazil,2016,0.1813,2386771,0.2203,410954,518348,0.0961,35.8,2.84,7
CORP-03662,Financial Services,Japan,2033,1.0,10592513,0.8276,4741036,3925974,0.7489,140.9,9.39,46
CORP-03344,Telecom,China,2025,0.5296,6109239,0.497,4414636,1537420,0.4693,82.6,6.09,24
CORP-03187,Financial Services,China,2016,0.4611,5808164,0.368,1509216,1674262,0.3305,60.1,4.46,13
CORP-01405,Manufacturing,Australia,2018,0.2498,885393,0.3285,279440,147492,0.2931,12.9,4.58,14
CORP-00886,Manufacturing,India,2035,0.6835,2102738,0.7434,745113,727138,0.6133,73.7,8.19,40
CORP-03353,Logistics,Brazil,2021,0.1825,1365105,0.1632,319101,213443,0.2016,12.5,3.56,11
CORP-02906,Retail,France,2020,0.4853,2076954,0.4093,861505,1918204,0.3394,65.5,5.0,21
CORP-05044,Manufacturing,United States,2030,0.7281,6636655,0.7105,2628150,3570814,0.6297,120.4,8.49,37
CORP-06367,Manufacturing,Germany,2016,0.1996,2428124,0.2201,497115,-360446,0.1862,46.7,3.58,12
CORP-07717,Energy,United States,2032,0.7518,7924008,0.739,3253166,2491122,0.6196,135.9,8.74,41
CORP-05438,Manufacturing,Brazil,2017,0.289,852683,0.3663,184952,186711,0.3087,18.4,4.1,11
CORP-07854,Logistics,United Kingdom,2024,0.3331,3334476,0.2568,717628,768084,0.2552,45.3,5.65,22
CORP-06908,Energy,Australia,2031,0.5618,6293892,0.5117,2515382,1915257,0.4774,87.9,6.92,33
CORP-02787,Manufacturing,United States,2022,0.6512,10037003,0.6187,5744589,5345259,0.5318,103.8,6.24,23
CORP-03648,Manufacturing,Australia,2023,0.2615,1575480,0.2511,283536,353010,0.2069,26.6,5.5,20
CORP-00375,Education,South Korea,2022,0.2395,556508,0.1245,152196,91917,0.1505,17.2,4.31,15
CORP-05021,Financial Services,United States,2021,0.4574,7734580,0.3915,5213598,-296547,0.3644,80.5,4.98,19
CORP-00180,Financial Services,France,2018,0.2964,6995949,0.2068,2626961,1668741,0.1941,25.2,3.74,14
CORP-02418,Logistics,Germany,2026,0.5656,3608783,0.6003,2113517,1325445,0.5178,84.0,6.13,25
CORP-06681,Agriculture,China,2020,0.1939,1082300,0.1906,173851,109184,0.1528,14.4,4.21,14
CORP-04675,Education,Australia,2027,0.7283,797947,0.3571,189857,452297,0.4379,105.3,7.75,32
CORP-01438,Energy,Canada,2031,0.8272,11793154,0.8068,4042570,-1413500,0.7137,114.8,8.51,39
CORP-02304,Financial Services,United States,2030,0.6832,17107534,0.589,9414190,5542215,0.5099,123.0,8.31,37
CORP-02468,Manufacturing,Netherlands,2035,0.9067,5658270,0.8554,2640154,2885762,0.7142,122.0,9.09,49
CORP-04643,Logistics,United Kingdom,2034,0.5254,3307393,0.575,2021966,1142558,0.4759,88.3,8.06,43
CORP-00634,Healthcare,United Kingdom,2027,0.1959,1853578,0.171,304881,392924,0.1706,26.8,5.54,25
CORP-04376,Financial Services,India,2019,0.2219,3596554,0.2484,679208,877133,0.1935,39.7,4.38,17
CORP-02528,Telecom,China,2023,0.5728,5689495,0.4007,1787774,3281422,0.3935,82.4,5.96,20
CORP-01512,Manufacturing,China,2022,0.3298,1876104,0.3263,353925,585020,0.2472,57.7,4.93,17
CORP-01489,Healthcare,France,2023,0.4193,2661933,0.2182,532963,-241455,0.1936,65.4,4.95,19
CORP-00002,Manufacturing,Germany,2031,0.5531,2070222,0.6205,1092970,718605,0.51,72.5,7.11,32
CORP-01505,Financial Services,United Kingdom,2033,0.9091,7644571,0.792,3594228,3907407,0.6932,146.9,8.97,43
CORP-06910,Manufacturing,China,2031,0.8983,11584371,0.8674,6397590,5582784,0.8101,131.7,8.77,39
CORP-06812,Manufacturing,Japan,2035,0.5847,2936379,0.5596,893411,666405,0.5549,86.2,7.43,39
CORP-03051,Manufacturing,India,2024,0.72,1839209,0.7609,770373,768655,0.6718,73.3,6.0,22
CORP-07356,Retail,United States,2022,0.2123,1275021,0.1811,393830,197532,0.1535,26.0,5.3,19
CORP-01091,Energy,Australia,2033,0.811,5126867,0.7587,1469087,3366260,0.6485,99.9,9.15,46
CORP-04231,Healthcare,United Kingdom,2025,0.4802,3021274,0.2916,1364386,910206,0.2802,84.3,6.41,31
CORP-01449,Education,China,2016,0.2203,757451,0.0808,96286,129057,0.0646,8.4,2.92,10
CORP-01922,Financial Services,India,2030,0.535,4582884,0.4762,1708132,1628773,0.4082,56.1,6.29,30
CORP-01707,Technology,Singapore,2028,0.4457,6899915,0.4096,4254606,4469636,0.2718,75.4,5.93,28
CORP-03027,Telecom,United Kingdom,2018,0.3264,1949483,0.2642,580807,137958,0.2859,50.8,4.55,16
CORP-04968,Technology,China,2029,0.5867,7188848,0.4949,5835522,6153258,0.4337,86.0,6.82,31
CORP-01910,Education,India,2034,0.8103,412389,0.4164,91103,106252,0.4885,96.3,8.52,43
CORP-02299,Manufacturing,Australia,2029,0.5485,3322259,0.5552,776784,1087380,0.4917,65.4,6.8,32
CORP-00625,Education,United States,2023,0.5707,950546,0.3448,187698,271078,0.3285,109.4,6.68,25
CORP-03676,Manufacturing,United Kingdom,2019,0.5873,3711167,0.5702,2091191,1263787,0.4628,92.6,5.46,19
CORP-04949,Telecom,United States,2023,0.4847,6781242,0.3425,2784497,3202678,0.3385,71.7,5.69,21
CORP-02442,Healthcare,United Kingdom,2029,0.5901,3804979,0.4061,1189498,1611054,0.3599,74.7,6.25,28
CORP-02956,Education,Canada,2031,0.8228,828544,0.4109,412163,605944,0.5165,120.9,8.63,40
CORP-06433,Manufacturing,Canada,2015,0.2927,4848894,0.2987,1161726,734782,0.3443,35.8,3.66,10
CORP-03988,Healthcare,United States,2017,0.01,1950284,0.0134,303827,-64593,-0.0488,6.7,2.76,8
